"NMFS_POPID","BROOD_YEAR","COMMON_POPULATION_NAME","AGE_MATCH","IMPUTED_FRACWILD","IMPUTED_AGE"
93,1990,"Tucannon River",0,0,0
93,1991,"Tucannon River",0,0,0
93,1992,"Tucannon River",0,0,0
93,1993,"Tucannon River",0,0,0
93,1994,"Tucannon River",0,0,0
93,1995,"Tucannon River",0,0,0
93,1996,"Tucannon River",0,0,0
93,1997,"Tucannon River",0,0,0
93,1998,"Tucannon River",0,0,0
93,1999,"Tucannon River",246,0,0
93,2000,"Tucannon River",0,0,0
93,2001,"Tucannon River",0,0,0
93,2002,"Tucannon River",0,0,0
93,2003,"Tucannon River",0,0,0
93,2004,"Tucannon River",0,0,0
93,2005,"Tucannon River",0,0,0
93,2006,"Tucannon River",0,0,0
93,2007,"Tucannon River",0,0,0
93,2008,"Tucannon River",0,0,0
93,2009,"Tucannon River",0,0,0
93,2010,"Tucannon River",0,0,0
93,2011,"Tucannon River",0,0,0
93,2012,"Tucannon River",0,0,0
93,2013,"Tucannon River",0,0,0
93,2014,"Tucannon River",0,0,0
97,1957,"Valley Creek",0,0,1
97,1958,"Valley Creek",0,0,1
97,1959,"Valley Creek",0,0,1
97,1960,"Valley Creek",0,0,0
97,1961,"Valley Creek",0,0,0
97,1962,"Valley Creek",0,0,0
97,1963,"Valley Creek",0,0,0
97,1964,"Valley Creek",0,0,0
97,1965,"Valley Creek",0,0,0
97,1966,"Valley Creek",0,0,0
97,1967,"Valley Creek",0,0,0
97,1968,"Valley Creek",0,0,0
97,1969,"Valley Creek",0,0,0
97,1970,"Valley Creek",0,0,0
97,1971,"Valley Creek",0,0,0
97,1972,"Valley Creek",0,0,0
97,1973,"Valley Creek",0,0,0
97,1974,"Valley Creek",0,0,0
97,1975,"Valley Creek",0,0,0
97,1976,"Valley Creek",68,0,0
97,1977,"Valley Creek",0,0,0
97,1978,"Valley Creek",0,0,0
97,1979,"Valley Creek",88,0,0
97,1980,"Valley Creek",0,0,1
97,1981,"Valley Creek",101,0,0
97,1982,"Valley Creek",0,0,1
97,1983,"Valley Creek",0,0,1
97,1984,"Valley Creek",0,0,1
97,1985,"Valley Creek",0,0,1
97,1986,"Valley Creek",0,0,1
97,1987,"Valley Creek",0,0,1
97,1988,"Valley Creek",0,0,1
97,1989,"Valley Creek",0,0,1
97,1990,"Valley Creek",0,0,1
97,1991,"Valley Creek",0,0,1
97,1992,"Valley Creek",0,0,1
97,1993,"Valley Creek",0,0,0
97,1994,"Valley Creek",202,0,1
97,1995,"Valley Creek",0,0,1
97,1996,"Valley Creek",0,0,1
97,1997,"Valley Creek",0,0,1
97,1998,"Valley Creek",0,0,1
97,1999,"Valley Creek",0,0,1
97,2000,"Valley Creek",0,0,1
97,2001,"Valley Creek",268,0,0
97,2002,"Valley Creek",274,0,0
97,2003,"Valley Creek",281,0,0
97,2004,"Valley Creek",0,0,0
97,2005,"Valley Creek",295,0,0
97,2006,"Valley Creek",308,0,0
97,2007,"Valley Creek",0,0,0
97,2008,"Valley Creek",0,0,0
97,2009,"Valley Creek",0,0,0
97,2010,"Valley Creek",0,0,0
97,2011,"Valley Creek",0,0,0
97,2012,"Valley Creek",0,0,0
97,2013,"Valley Creek",0,0,0
97,2014,"Valley Creek",0,0,0
98,1949,"Wenaha River",0,0,0
98,1950,"Wenaha River",0,0,0
98,1951,"Wenaha River",0,0,0
98,1952,"Wenaha River",0,0,0
98,1953,"Wenaha River",0,0,0
98,1954,"Wenaha River",0,0,0
98,1955,"Wenaha River",0,0,0
98,1956,"Wenaha River",0,0,0
98,1957,"Wenaha River",0,0,0
98,1958,"Wenaha River",0,0,0
98,1959,"Wenaha River",0,0,0
98,1960,"Wenaha River",0,0,0
98,1961,"Wenaha River",0,0,0
98,1962,"Wenaha River",0,0,0
98,1963,"Wenaha River",18,0,0
98,1964,"Wenaha River",0,0,0
98,1965,"Wenaha River",23,0,0
98,1966,"Wenaha River",27,0,0
98,1967,"Wenaha River",0,0,0
98,1968,"Wenaha River",0,0,0
98,1969,"Wenaha River",0,0,0
98,1970,"Wenaha River",0,0,0
98,1971,"Wenaha River",0,0,0
98,1972,"Wenaha River",0,0,0
98,1973,"Wenaha River",0,0,0
98,1974,"Wenaha River",57,0,0
98,1975,"Wenaha River",59,0,0
98,1976,"Wenaha River",67,0,0
98,1977,"Wenaha River",0,0,1
98,1978,"Wenaha River",78,0,1
98,1979,"Wenaha River",0,0,1
98,1980,"Wenaha River",0,0,1
98,1981,"Wenaha River",0,0,1
98,1982,"Wenaha River",0,0,1
98,1983,"Wenaha River",111,0,0
98,1984,"Wenaha River",122,0,0
98,1985,"Wenaha River",133,0,0
98,1986,"Wenaha River",139,0,0
98,1987,"Wenaha River",0,0,0
98,1988,"Wenaha River",0,0,0
98,1989,"Wenaha River",0,0,0
98,1990,"Wenaha River",0,0,0
98,1991,"Wenaha River",0,0,0
98,1992,"Wenaha River",0,0,0
98,1993,"Wenaha River",0,0,0
98,1994,"Wenaha River",198,0,0
98,1995,"Wenaha River",215,0,0
98,1996,"Wenaha River",0,0,0
98,1997,"Wenaha River",0,0,0
98,1998,"Wenaha River",0,0,0
98,1999,"Wenaha River",0,0,0
98,2000,"Wenaha River",0,0,0
98,2001,"Wenaha River",0,0,0
98,2002,"Wenaha River",0,0,0
98,2003,"Wenaha River",0,0,0
98,2004,"Wenaha River",0,0,0
98,2005,"Wenaha River",0,0,0
98,2006,"Wenaha River",0,0,0
98,2007,"Wenaha River",0,0,0
98,2008,"Wenaha River",0,0,0
98,2009,"Wenaha River",0,0,0
98,2010,"Wenaha River",0,0,0
98,2011,"Wenaha River",0,0,0
98,2012,"Wenaha River",0,0,0
98,2013,"Wenaha River",0,0,0
99,1957,"Yankee Fork",0,0,0
99,1958,"Yankee Fork",0,0,0
99,1959,"Yankee Fork",0,0,0
99,1960,"Yankee Fork",0,0,0
99,1961,"Yankee Fork",0,0,1
99,1962,"Yankee Fork",0,0,1
99,1963,"Yankee Fork",0,0,1
99,1964,"Yankee Fork",0,0,1
99,1965,"Yankee Fork",0,0,1
99,1966,"Yankee Fork",0,0,1
99,1967,"Yankee Fork",0,0,1
99,1968,"Yankee Fork",0,0,1
99,1969,"Yankee Fork",0,0,1
99,1970,"Yankee Fork",0,0,1
99,1971,"Yankee Fork",0,0,1
99,1972,"Yankee Fork",0,0,1
99,1973,"Yankee Fork",0,0,1
99,1974,"Yankee Fork",0,0,1
99,1975,"Yankee Fork",0,0,1
99,1976,"Yankee Fork",0,0,1
99,1977,"Yankee Fork",0,0,1
99,1978,"Yankee Fork",0,0,1
99,1979,"Yankee Fork",0,0,1
99,1980,"Yankee Fork",0,0,1
99,1981,"Yankee Fork",0,0,1
99,1982,"Yankee Fork",0,0,1
99,1983,"Yankee Fork",0,0,1
99,1984,"Yankee Fork",0,0,1
99,1985,"Yankee Fork",0,0,1
99,1986,"Yankee Fork",0,0,1
99,1987,"Yankee Fork",0,0,1
99,1988,"Yankee Fork",0,0,1
99,1989,"Yankee Fork",0,0,1
99,1990,"Yankee Fork",0,0,1
99,1991,"Yankee Fork",0,0,1
99,1992,"Yankee Fork",0,0,1
99,1993,"Yankee Fork",0,0,1
99,1994,"Yankee Fork",0,0,1
99,1995,"Yankee Fork",0,0,1
99,1996,"Yankee Fork",0,0,1
99,1997,"Yankee Fork",0,0,1
99,1998,"Yankee Fork",0,0,1
99,1999,"Yankee Fork",0,0,1
99,2000,"Yankee Fork",0,0,1
99,2001,"Yankee Fork",0,0,1
99,2002,"Yankee Fork",274,0,0
99,2003,"Yankee Fork",0,0,0
99,2004,"Yankee Fork",287,0,0
99,2005,"Yankee Fork",295,0,0
99,2006,"Yankee Fork",308,0,0
99,2007,"Yankee Fork",317,0,0
99,2008,"Yankee Fork",327,0,0
99,2009,"Yankee Fork",338,0,0
99,2010,"Yankee Fork",0,0,0
99,2011,"Yankee Fork",0,0,0
99,2012,"Yankee Fork",357,0,0
99,2013,"Yankee Fork",367,0,0
99,2014,"Yankee Fork",375,0,0
100,1960,"Entiat River",0,0,0
100,1961,"Entiat River",0,0,0
100,1962,"Entiat River",0,0,0
100,1963,"Entiat River",19,0,0
100,1964,"Entiat River",0,0,0
100,1965,"Entiat River",0,0,0
100,1966,"Entiat River",0,0,0
100,1967,"Entiat River",0,0,0
100,1968,"Entiat River",0,0,0
100,1969,"Entiat River",0,0,0
100,1970,"Entiat River",0,0,0
100,1971,"Entiat River",0,0,0
100,1972,"Entiat River",0,0,0
100,1973,"Entiat River",0,0,0
100,1974,"Entiat River",0,0,0
100,1975,"Entiat River",0,0,0
100,1976,"Entiat River",0,0,0
100,1977,"Entiat River",0,0,0
100,1978,"Entiat River",0,0,0
100,1979,"Entiat River",0,0,0
100,1980,"Entiat River",0,0,0
100,1981,"Entiat River",0,0,0
100,1982,"Entiat River",0,0,0
100,1983,"Entiat River",0,0,0
100,1984,"Entiat River",0,0,0
100,1985,"Entiat River",0,0,0
100,1986,"Entiat River",0,0,0
100,1987,"Entiat River",0,0,0
100,1988,"Entiat River",0,0,0
100,1989,"Entiat River",0,0,0
100,1990,"Entiat River",0,0,0
100,1991,"Entiat River",0,0,0
100,1992,"Entiat River",0,0,0
100,1993,"Entiat River",0,0,0
100,1994,"Entiat River",0,0,0
100,1995,"Entiat River",0,0,0
100,1996,"Entiat River",0,0,0
100,1997,"Entiat River",0,0,0
100,1998,"Entiat River",0,0,0
100,1999,"Entiat River",0,0,0
100,2000,"Entiat River",0,0,0
100,2001,"Entiat River",0,0,0
100,2002,"Entiat River",0,0,0
100,2003,"Entiat River",0,0,0
100,2004,"Entiat River",0,0,0
100,2005,"Entiat River",0,0,0
100,2006,"Entiat River",306,0,0
100,2007,"Entiat River",0,0,0
100,2008,"Entiat River",323,0,0
100,2009,"Entiat River",0,0,0
100,2010,"Entiat River",0,0,0
100,2011,"Entiat River",0,0,0
100,2012,"Entiat River",0,0,0
100,2013,"Entiat River",0,0,0
101,1960,"Methow River",0,0,0
101,1961,"Methow River",0,0,0
101,1962,"Methow River",0,0,0
101,1963,"Methow River",19,0,0
101,1964,"Methow River",0,0,0
101,1965,"Methow River",0,0,0
101,1966,"Methow River",0,0,0
101,1967,"Methow River",0,0,0
101,1968,"Methow River",0,0,0
101,1969,"Methow River",0,0,0
101,1970,"Methow River",0,0,0
101,1971,"Methow River",0,0,0
101,1972,"Methow River",0,0,0
101,1973,"Methow River",0,0,0
101,1974,"Methow River",0,0,0
101,1975,"Methow River",0,0,0
101,1976,"Methow River",0,0,0
101,1977,"Methow River",0,0,0
101,1978,"Methow River",0,0,0
101,1979,"Methow River",0,0,0
101,1980,"Methow River",0,0,0
101,1981,"Methow River",0,0,0
101,1982,"Methow River",0,0,0
101,1983,"Methow River",0,0,0
101,1984,"Methow River",0,0,0
101,1985,"Methow River",0,0,0
101,1986,"Methow River",0,0,0
101,1987,"Methow River",0,0,0
101,1988,"Methow River",0,0,0
101,1989,"Methow River",0,0,0
101,1990,"Methow River",0,0,0
101,1991,"Methow River",0,0,0
101,1992,"Methow River",0,0,0
101,1993,"Methow River",0,0,0
101,1994,"Methow River",0,0,0
101,1995,"Methow River",0,0,0
101,1996,"Methow River",0,0,0
101,1997,"Methow River",0,0,0
101,1998,"Methow River",0,0,0
101,1999,"Methow River",0,0,0
101,2000,"Methow River",0,0,0
101,2001,"Methow River",0,0,0
101,2002,"Methow River",0,0,0
101,2003,"Methow River",0,0,0
101,2004,"Methow River",0,0,0
101,2005,"Methow River",0,0,0
101,2006,"Methow River",0,0,0
101,2007,"Methow River",0,0,0
101,2008,"Methow River",0,0,0
101,2009,"Methow River",0,0,0
101,2010,"Methow River",0,0,0
101,2011,"Methow River",0,0,0
101,2012,"Methow River",0,0,0
101,2013,"Methow River",0,0,0
101,2014,"Methow River",0,0,0
102,1960,"Wenatchee River",0,0,0
102,1961,"Wenatchee River",0,0,0
102,1962,"Wenatchee River",0,0,0
102,1963,"Wenatchee River",19,0,0
102,1964,"Wenatchee River",0,0,0
102,1965,"Wenatchee River",0,0,0
102,1966,"Wenatchee River",0,0,0
102,1967,"Wenatchee River",0,0,0
102,1968,"Wenatchee River",0,0,0
102,1969,"Wenatchee River",0,0,0
102,1970,"Wenatchee River",0,0,0
102,1971,"Wenatchee River",0,0,0
102,1972,"Wenatchee River",0,0,0
102,1973,"Wenatchee River",0,0,0
102,1974,"Wenatchee River",0,0,0
102,1975,"Wenatchee River",0,0,0
102,1976,"Wenatchee River",0,0,0
102,1977,"Wenatchee River",0,0,0
102,1978,"Wenatchee River",0,0,0
102,1979,"Wenatchee River",0,0,0
102,1980,"Wenatchee River",0,0,0
102,1981,"Wenatchee River",0,0,0
102,1982,"Wenatchee River",0,0,0
102,1983,"Wenatchee River",0,0,0
102,1984,"Wenatchee River",0,0,0
102,1985,"Wenatchee River",0,0,0
102,1986,"Wenatchee River",0,0,0
102,1987,"Wenatchee River",0,0,0
102,1988,"Wenatchee River",0,0,0
102,1989,"Wenatchee River",0,0,0
102,1990,"Wenatchee River",0,0,0
102,1991,"Wenatchee River",0,0,0
102,1992,"Wenatchee River",0,0,0
102,1993,"Wenatchee River",0,0,0
102,1994,"Wenatchee River",0,0,0
102,1995,"Wenatchee River",0,0,0
102,1996,"Wenatchee River",0,0,0
102,1997,"Wenatchee River",0,0,0
102,1998,"Wenatchee River",0,0,0
102,1999,"Wenatchee River",0,0,0
102,2000,"Wenatchee River",0,0,0
102,2001,"Wenatchee River",0,0,0
102,2002,"Wenatchee River",0,0,0
102,2003,"Wenatchee River",0,0,0
102,2004,"Wenatchee River",0,0,0
102,2005,"Wenatchee River",0,0,0
102,2006,"Wenatchee River",306,0,0
102,2007,"Wenatchee River",0,0,0
102,2008,"Wenatchee River",323,0,0
102,2009,"Wenatchee River",0,0,0
102,2010,"Wenatchee River",0,0,0
102,2011,"Wenatchee River",0,0,0
102,2012,"Wenatchee River",0,0,0
102,2013,"Wenatchee River",0,0,0
104,1974,"Clackamas River",0,1,1
104,1975,"Clackamas River",0,1,1
104,1976,"Clackamas River",0,1,1
104,1977,"Clackamas River",0,1,1
104,1978,"Clackamas River",0,1,1
104,1979,"Clackamas River",0,1,1
104,1980,"Clackamas River",0,1,1
104,1981,"Clackamas River",0,1,1
104,1982,"Clackamas River",0,1,1
104,1983,"Clackamas River",0,1,1
104,1984,"Clackamas River",0,1,1
104,1985,"Clackamas River",0,1,1
104,1986,"Clackamas River",0,1,1
104,1987,"Clackamas River",0,1,1
104,1988,"Clackamas River",0,1,1
104,1989,"Clackamas River",0,1,1
104,1990,"Clackamas River",0,1,1
104,1991,"Clackamas River",0,1,1
104,1992,"Clackamas River",0,1,1
104,1993,"Clackamas River",0,1,1
104,1994,"Clackamas River",0,1,1
104,1995,"Clackamas River",0,1,1
104,1996,"Clackamas River",0,1,1
104,1997,"Clackamas River",0,1,1
104,1998,"Clackamas River",0,1,1
104,1999,"Clackamas River",0,1,1
104,2000,"Clackamas River",0,1,1
104,2001,"Clackamas River",0,1,1
104,2002,"Clackamas River",0,0,1
104,2003,"Clackamas River",0,0,1
104,2004,"Clackamas River",0,0,1
104,2005,"Clackamas River",0,0,1
104,2006,"Clackamas River",0,0,1
104,2007,"Clackamas River",0,0,1
104,2008,"Clackamas River",0,0,1
104,2009,"Clackamas River",0,0,0
104,2010,"Clackamas River",0,0,0
104,2011,"Clackamas River",0,0,0
104,2012,"Clackamas River",0,0,0
105,1970,"McKenzie River",0,0,0
105,1971,"McKenzie River",0,0,0
105,1972,"McKenzie River",0,0,0
105,1973,"McKenzie River",0,0,0
105,1974,"McKenzie River",0,0,0
105,1975,"McKenzie River",0,0,0
105,1976,"McKenzie River",0,0,0
105,1977,"McKenzie River",0,0,0
105,1978,"McKenzie River",0,0,0
105,1979,"McKenzie River",0,0,0
105,1980,"McKenzie River",0,0,0
105,1981,"McKenzie River",0,0,0
105,1982,"McKenzie River",0,0,0
105,1983,"McKenzie River",0,0,0
105,1984,"McKenzie River",0,0,0
105,1985,"McKenzie River",0,0,0
105,1986,"McKenzie River",0,0,0
105,1987,"McKenzie River",0,0,0
105,1988,"McKenzie River",0,0,0
105,1989,"McKenzie River",0,0,0
105,1990,"McKenzie River",0,0,0
105,1991,"McKenzie River",0,0,0
105,1992,"McKenzie River",0,0,0
105,1993,"McKenzie River",0,0,0
105,1994,"McKenzie River",204,0,0
105,1995,"McKenzie River",0,0,0
105,1996,"McKenzie River",0,0,0
105,1997,"McKenzie River",0,0,0
105,1998,"McKenzie River",0,0,0
105,1999,"McKenzie River",246,0,0
105,2000,"McKenzie River",0,0,0
105,2001,"McKenzie River",0,0,0
105,2002,"McKenzie River",0,0,0
105,2003,"McKenzie River",0,0,0
105,2004,"McKenzie River",0,0,0
105,2005,"McKenzie River",0,0,0
105,2006,"McKenzie River",0,0,0
105,2007,"McKenzie River",0,0,0
105,2008,"McKenzie River",0,0,0
105,2009,"McKenzie River",0,0,0
105,2010,"McKenzie River",0,0,0
105,2011,"McKenzie River",0,0,0
105,2012,"McKenzie River",0,0,0
105,2013,"McKenzie River",0,0,0
105,2014,"McKenzie River",0,0,0
108,2001,"North Santiam River",0,0,0
108,2002,"North Santiam River",0,0,0
108,2003,"North Santiam River",0,0,0
108,2004,"North Santiam River",0,0,0
108,2005,"North Santiam River",0,0,0
108,2006,"North Santiam River",0,1,0
108,2007,"North Santiam River",0,1,0
108,2008,"North Santiam River",0,1,0
108,2009,"North Santiam River",0,1,0
108,2010,"North Santiam River",0,0,0
108,2011,"North Santiam River",0,0,0
108,2012,"North Santiam River",0,0,0
108,2013,"North Santiam River",0,0,0
109,2001,"South Santiam River",0,0,0
109,2002,"South Santiam River",0,0,0
109,2003,"South Santiam River",0,0,0
109,2004,"South Santiam River",0,0,0
109,2005,"South Santiam River",0,0,0
109,2006,"South Santiam River",0,0,0
109,2007,"South Santiam River",0,0,0
109,2008,"South Santiam River",0,0,0
109,2009,"South Santiam River",0,0,0
109,2010,"South Santiam River",0,0,0
109,2011,"South Santiam River",0,0,0
109,2012,"South Santiam River",0,0,0
109,2013,"South Santiam River",0,0,0
109,2014,"South Santiam River",0,0,0
115,1999,"Grays and Chinook Rivers",0,0,0
115,2000,"Grays and Chinook Rivers",0,0,0
115,2001,"Grays and Chinook Rivers",0,0,0
115,2002,"Grays and Chinook Rivers",0,0,0
115,2003,"Grays and Chinook Rivers",0,0,0
115,2004,"Grays and Chinook Rivers",0,0,0
115,2005,"Grays and Chinook Rivers",0,0,0
115,2006,"Grays and Chinook Rivers",0,0,0
115,2007,"Grays and Chinook Rivers",0,0,0
115,2008,"Grays and Chinook Rivers",0,0,0
115,2009,"Grays and Chinook Rivers",0,0,0
115,2010,"Grays and Chinook Rivers",0,0,0
115,2011,"Grays and Chinook Rivers",0,0,0
115,2012,"Grays and Chinook Rivers",0,0,0
115,2013,"Grays and Chinook Rivers",0,0,0
118,1999,"Lower Gorge Tributaries",0,0,0
118,2000,"Lower Gorge Tributaries",0,0,0
118,2001,"Lower Gorge Tributaries",0,0,0
118,2002,"Lower Gorge Tributaries",0,0,0
118,2003,"Lower Gorge Tributaries",0,0,0
118,2004,"Lower Gorge Tributaries",0,0,0
118,2005,"Lower Gorge Tributaries",0,0,0
118,2006,"Lower Gorge Tributaries",0,0,0
118,2007,"Lower Gorge Tributaries",0,0,0
118,2008,"Lower Gorge Tributaries",0,0,0
118,2009,"Lower Gorge Tributaries",0,0,0
118,2010,"Lower Gorge Tributaries",0,0,0
118,2011,"Lower Gorge Tributaries",0,0,0
118,2012,"Lower Gorge Tributaries",0,0,0
118,2013,"Lower Gorge Tributaries",0,0,0
123,2002,"Upper Gorge Tributaries",0,0,0
123,2003,"Upper Gorge Tributaries",0,0,0
123,2004,"Upper Gorge Tributaries",0,0,0
123,2005,"Upper Gorge Tributaries",0,0,0
123,2006,"Upper Gorge Tributaries",0,0,0
123,2007,"Upper Gorge Tributaries",0,0,0
123,2008,"Upper Gorge Tributaries",0,0,0
123,2009,"Upper Gorge Tributaries",0,0,0
123,2010,"Upper Gorge Tributaries",0,0,0
123,2011,"Upper Gorge Tributaries",0,0,0
124,2002,"Washougal River",0,0,0
124,2003,"Washougal River",0,0,0
124,2004,"Washougal River",0,0,0
124,2005,"Washougal River",0,0,0
124,2006,"Washougal River",0,0,0
124,2007,"Washougal River",0,0,0
124,2008,"Washougal River",0,0,0
124,2009,"Washougal River",0,0,0
124,2010,"Washougal River",0,0,0
124,2011,"Washougal River",0,0,0
124,2012,"Washougal River",0,0,0
124,2013,"Washougal River",0,0,0
128,2002,"Big Creek",0,0,0
128,2003,"Big Creek",0,0,0
128,2004,"Big Creek",0,0,0
128,2005,"Big Creek",0,0,0
128,2006,"Big Creek",0,0,0
128,2007,"Big Creek",0,0,0
128,2008,"Big Creek",0,0,0
128,2009,"Big Creek",0,0,0
128,2010,"Big Creek",0,0,0
128,2011,"Big Creek",0,0,0
128,2012,"Big Creek",0,0,0
130,1957,"Clackamas River",0,0,0
130,1958,"Clackamas River",0,0,0
130,1959,"Clackamas River",0,0,0
130,1960,"Clackamas River",0,0,0
130,1961,"Clackamas River",0,0,0
130,1962,"Clackamas River",0,0,0
130,1963,"Clackamas River",0,0,0
130,1964,"Clackamas River",0,0,0
130,1965,"Clackamas River",0,0,0
130,1966,"Clackamas River",0,0,0
130,1967,"Clackamas River",0,0,0
130,1968,"Clackamas River",0,0,0
130,1969,"Clackamas River",0,0,0
130,1970,"Clackamas River",0,0,0
130,1971,"Clackamas River",0,0,0
130,1972,"Clackamas River",0,0,0
130,1973,"Clackamas River",0,0,0
130,1974,"Clackamas River",0,1,0
130,1975,"Clackamas River",0,1,0
130,1976,"Clackamas River",0,1,0
130,1977,"Clackamas River",0,1,0
130,1978,"Clackamas River",0,1,0
130,1979,"Clackamas River",0,1,0
130,1980,"Clackamas River",0,1,0
130,1981,"Clackamas River",0,1,0
130,1982,"Clackamas River",0,1,0
130,1983,"Clackamas River",0,1,0
130,1984,"Clackamas River",0,1,0
130,1985,"Clackamas River",0,1,0
130,1986,"Clackamas River",0,1,0
130,1987,"Clackamas River",0,1,0
130,1988,"Clackamas River",0,1,0
130,1989,"Clackamas River",0,1,0
130,1990,"Clackamas River",0,1,0
130,1991,"Clackamas River",0,1,0
130,1992,"Clackamas River",0,1,0
130,1993,"Clackamas River",0,1,0
130,1994,"Clackamas River",0,1,0
130,1995,"Clackamas River",0,1,0
130,1996,"Clackamas River",0,1,0
130,1997,"Clackamas River",0,1,0
130,1998,"Clackamas River",0,1,0
130,1999,"Clackamas River",0,1,0
130,2000,"Clackamas River",0,0,0
130,2001,"Clackamas River",0,0,0
130,2002,"Clackamas River",0,0,0
130,2003,"Clackamas River",0,0,0
130,2004,"Clackamas River",0,0,0
130,2005,"Clackamas River",0,0,0
130,2006,"Clackamas River",0,0,0
130,2007,"Clackamas River",0,0,0
130,2008,"Clackamas River",0,0,0
130,2009,"Clackamas River",0,0,0
130,2010,"Clackamas River",0,0,0
130,2011,"Clackamas River",0,0,0
130,2012,"Clackamas River",0,0,0
130,2013,"Clackamas River",0,0,0
131,2002,"Clatskanie River",0,0,0
131,2003,"Clatskanie River",0,0,0
131,2004,"Clatskanie River",0,0,0
131,2005,"Clatskanie River",0,0,0
131,2006,"Clatskanie River",0,0,0
131,2007,"Clatskanie River",0,0,0
131,2008,"Clatskanie River",0,0,0
131,2009,"Clatskanie River",0,0,0
131,2010,"Clatskanie River",0,0,0
131,2011,"Clatskanie River",0,0,0
131,2012,"Clatskanie River",0,0,0
131,2013,"Clatskanie River",0,0,0
138,2002,"Lower Gorge Tributaries",0,0,0
138,2003,"Lower Gorge Tributaries",0,0,0
138,2004,"Lower Gorge Tributaries",0,0,0
138,2005,"Lower Gorge Tributaries",0,0,0
138,2006,"Lower Gorge Tributaries",0,0,0
138,2007,"Lower Gorge Tributaries",0,0,0
138,2008,"Lower Gorge Tributaries",0,0,0
138,2009,"Lower Gorge Tributaries",0,0,0
138,2010,"Lower Gorge Tributaries",0,0,0
138,2011,"Lower Gorge Tributaries",0,0,0
138,2012,"Lower Gorge Tributaries",0,0,0
138,2013,"Lower Gorge Tributaries",0,0,0
141,2005,"North Fork Lewis River",0,0,0
141,2010,"North Fork Lewis River",0,0,0
141,2012,"North Fork Lewis River",0,0,0
143,2002,"Oregon Upper Gorge Tributaries and Hood River",0,0,0
143,2003,"Oregon Upper Gorge Tributaries and Hood River",0,0,0
143,2004,"Oregon Upper Gorge Tributaries and Hood River",0,0,0
143,2005,"Oregon Upper Gorge Tributaries and Hood River",0,0,0
143,2006,"Oregon Upper Gorge Tributaries and Hood River",0,0,0
143,2007,"Oregon Upper Gorge Tributaries and Hood River",0,0,0
143,2008,"Oregon Upper Gorge Tributaries and Hood River",0,0,0
143,2009,"Oregon Upper Gorge Tributaries and Hood River",0,0,0
143,2010,"Oregon Upper Gorge Tributaries and Hood River",0,0,0
143,2011,"Oregon Upper Gorge Tributaries and Hood River",0,0,0
143,2012,"Oregon Upper Gorge Tributaries and Hood River",0,0,0
143,2013,"Oregon Upper Gorge Tributaries and Hood River",0,0,0
145,1957,"Sandy River",0,0,0
145,1958,"Sandy River",0,0,0
145,1959,"Sandy River",0,0,0
145,1960,"Sandy River",0,0,0
145,1961,"Sandy River",0,0,0
145,1962,"Sandy River",0,0,0
145,1963,"Sandy River",0,0,0
145,1964,"Sandy River",0,0,0
145,1965,"Sandy River",0,0,0
145,1966,"Sandy River",0,0,0
145,1967,"Sandy River",0,0,0
145,1968,"Sandy River",0,0,0
145,1969,"Sandy River",0,0,0
145,1970,"Sandy River",0,0,0
145,1971,"Sandy River",0,0,0
145,1972,"Sandy River",0,0,0
145,1973,"Sandy River",0,0,0
145,1974,"Sandy River",0,0,0
145,1975,"Sandy River",0,0,0
145,1976,"Sandy River",0,0,0
145,1977,"Sandy River",0,0,0
145,1978,"Sandy River",0,0,0
145,1979,"Sandy River",0,0,0
145,1980,"Sandy River",0,0,0
145,1981,"Sandy River",0,0,0
145,1982,"Sandy River",0,0,0
145,1983,"Sandy River",0,0,0
145,1984,"Sandy River",0,0,0
145,1985,"Sandy River",0,0,0
145,1986,"Sandy River",0,0,0
145,1987,"Sandy River",0,0,0
145,1988,"Sandy River",0,0,0
145,1989,"Sandy River",0,0,0
145,1990,"Sandy River",0,0,0
145,1991,"Sandy River",0,0,0
145,1992,"Sandy River",0,0,0
145,1993,"Sandy River",0,0,0
145,1994,"Sandy River",0,0,0
145,1995,"Sandy River",0,0,0
145,1996,"Sandy River",0,0,0
145,1997,"Sandy River",0,0,0
145,1998,"Sandy River",0,0,0
145,1999,"Sandy River",0,0,0
145,2000,"Sandy River",0,0,0
145,2001,"Sandy River",0,0,0
145,2002,"Sandy River",0,0,0
145,2003,"Sandy River",0,0,0
145,2004,"Sandy River",0,0,0
145,2005,"Sandy River",0,0,0
145,2006,"Sandy River",0,0,0
145,2007,"Sandy River",0,0,0
145,2008,"Sandy River",0,0,0
145,2009,"Sandy River",0,0,0
145,2010,"Sandy River",0,0,0
145,2011,"Sandy River",0,0,0
145,2012,"Sandy River",0,0,0
145,2013,"Sandy River",0,0,0
146,2002,"Scappoose Creek",0,0,0
146,2003,"Scappoose Creek",0,0,0
146,2004,"Scappoose Creek",0,0,0
146,2005,"Scappoose Creek",0,0,0
146,2006,"Scappoose Creek",0,0,0
146,2007,"Scappoose Creek",0,0,0
146,2008,"Scappoose Creek",0,0,0
146,2009,"Scappoose Creek",0,0,0
146,2010,"Scappoose Creek",0,0,0
146,2011,"Scappoose Creek",0,0,0
146,2012,"Scappoose Creek",0,0,0
146,2013,"Scappoose Creek",0,0,0
148,1996,"Tilton River",0,0,0
148,1997,"Tilton River",0,0,0
148,1998,"Tilton River",0,0,0
148,1999,"Tilton River",0,0,0
