Common Population Name,NWR Population Name,Recovery Domain,Major Population Group,ESU,Species,Run,Stream,Start Year,End Year,Year,Spawners,FracWild,Effective Catch,Age 1 Returns,Age 2 Returns,Age 3 Returns,Age 4 Returns,Age 5 Returns,Age 6 Returns,Age 7 Returns,Regime,Total Spawners inc. Jacks,Natural Spawners inc Jacks,Natural Adult Annual Run 4-6,Jack frac of hatchery spawners,Adult Natural Harvest Rates,Natural Origin Brood Stk,Adult Brood Rtrns,Sar Adj Adult Brood Rtrns,Ln/ R/s,Adjusted Ln/Rs,Age 1 Harvest,Age 2 Harvest,Age 3 Harvest,Age 4 Harvest,Age 5 Harvest,Age 6 Harvest,Age 7 Harvest
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1966,822,1,562,-99,-99,0.08,0.84,0.08,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1967,305,1,317,-99,-99,0.16,0.52,0.32,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1968,657,1,385,-99,-99,0.2,0.73,0.07,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1969,931,1,788,-99,-99,0.07,0.82,0.11,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1970,942,1,813,-99,-99,0.12,0.69,0.19,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1971,652,1,286,-99,-99,0.13,0.81,0.06,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1972,871,1,783,-99,-99,0.08,0.78,0.14,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1973,683,1,797,-99,-99,0.03,0.8,0.17,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1974,459,1,255,-99,-99,0.05,0.73,0.23,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1975,377,1,0,-99,-99,0,0.38,0.63,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1976,547,1,2,-99,-99,0.05,0.77,0.18,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1977,267,1,151,-99,-99,0.07,0.68,0.25,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1978,1446,1,90,-99,-99,0,0.13,0.87,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1979,92,1,3,-99,-99,0.07,0.68,0.25,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1980,102,1,3,-99,-99,0.07,0.68,0.25,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1981,140,1,9,-99,-99,0.07,0.68,0.25,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1982,228,1,19,-99,-99,0.07,0.68,0.25,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1983,216,1,21,-99,-99,0,0.12,0.88,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1984,233,1,25,-99,-99,0,0.69,0.31,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1985,1209,1,84,-99,-99,0.04,0.73,0.23,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1986,655,0.5,27,-99,-99,0.02,0.63,0.35,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1987,908,0.5,39,-99,-99,0.01,0.85,0.14,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1988,868,0.63,81,-99,-99,0.03,0.36,0.61,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1989,319,1,33,-99,-99,0.04,0.72,0.24,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1990,528,0.44,31,-99,-99,0,0.75,0.25,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1991,399,0.62,26,-99,-99,0.03,0.49,0.49,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1992,394,0.1,3,-99,-99,0,0.74,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1993,415,0.56,17,-99,-99,0,0.35,0.65,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1994,54,0.56,3,-99,-99,0,0.39,0.61,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1995,70,1,3,-99,-99,0.11,0.9,0,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1996,311,0.95,15,-99,-99,0.04,0.96,0,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1997,188,0.96,13,-99,-99,0.02,0.9,0.08,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1998,209,1,12,-99,-99,0,0.21,0.79,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,1999,149,0.95,6,-99,-99,0,0.6,0.4,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2000,461,0.97,26,-99,-99,0.04,0.96,0,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2001,608,0.94,92,-99,-99,0.04,0.71,0.24,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2002,664,0.99,93,-99,-99,0.01,0.78,0.21,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2003,559,0.99,56,-99,-99,0.02,0.25,0.73,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2004,493,0.99,58,-99,-99,0,0.87,0.13,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2005,348,1,25,-99,-99,0.14,0.68,0.18,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2006,448,1,37,-99,-99,0.03,0.78,0.19,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2007,313,1,30,-99,-99,0,0.42,0.58,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2008,553,0.88,87,-99,-99,0,0.76,0.24,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2009,765,1,68,-99,-99,0.09,0.64,0.27,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2010,941,0.66,104,-99,-99,0.03,0.95,0.02,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2011,842,0.81,-99,-99,-99,0.09,0.83,0.08,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Minam River,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Interior Columbia,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Minam River,1954,,2012,652,0.91,69,,,0.05,0.84,0.12,0,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1985,691,1,257,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1986,703,1,184,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1987,777,0.98,122,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1988,895,0.92,153,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1989,366,0.92,69,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1990,304,0.89,51,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1991,289,0.88,48,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1992,510,0.89,78,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1993,373,0.93,67,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1994,179,0.97,31,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1995,299,0.9,31,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1996,163,0.87,17,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1997,358,0.87,30,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1998,360,0.84,35,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,1999,346,0.95,32,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2000,521,0.97,33,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2001,1000,0.98,55,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2002,1465,0.99,70,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2003,723,0.98,25,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2004,892,0.99,30,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2005,1117,0.98,46,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2006,649,1,30,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2007,497,0.99,31,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2008,1072,0.91,49,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2009,1123,0.99,64,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2010,2200,0.97,-99,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2011,2007,0.98,-99,-99,-99,0,0.35,0.66,0,-99,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Naches River,Steelhead (Middle Columbia River DPS) - Naches River,Interior Columbia,Yakima River Group,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,Naches Creek,1985,1999,2012,1722,0.96,157,,,0,0.35,0.66,,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
North Fork John Day River,Steelhead (Middle Columbia River DPS) - North Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,North Fork John Day River,1965,1990,1965,-99,-99,-99,-99,-99,-99,0.45,0.45,0,0,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
North Fork John Day River,Steelhead (Middle Columbia River DPS) - North Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,North Fork John Day River,1965,1990,1966,10235,1,-99,-99,-99,-99,0.45,0.45,0,0,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
North Fork John Day River,Steelhead (Middle Columbia River DPS) - North Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,North Fork John Day River,1965,1990,1967,5928,1,-99,-99,-99,-99,0.45,0.45,0,0,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
North Fork John Day River,Steelhead (Middle Columbia River DPS) - North Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,North Fork John Day River,1965,1990,1968,2490,1,-99,-99,-99,-99,0.45,0.45,0,0,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
North Fork John Day River,Steelhead (Middle Columbia River DPS) - North Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,North Fork John Day River,1965,1990,1969,5311,1,-99,-99,-99,-99,0.45,0.45,0,0,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
North Fork John Day River,Steelhead (Middle Columbia River DPS) - North Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,North Fork John Day River,1965,1990,1970,2371,1,-99,-99,-99,-99,0.45,0.45,0,0,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
North Fork John Day River,Steelhead (Middle Columbia River DPS) - North Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,North Fork John Day River,1965,1990,1971,-99,-99,-99,-99,-99,-99,0.45,0.45,0,0,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
