Common Population Name,NWR Population Name,Recovery Domain,Major Population Group,ESU,Species,Run,Stream,Start Year,End Year,Year,Spawners,FracWild,Effective Catch,Age 1 Returns,Age 2 Returns,Age 3 Returns,Age 4 Returns,Age 5 Returns,Age 6 Returns,Age 7 Returns,Regime,Total Spawners inc. Jacks,Natural Spawners inc Jacks,Natural Adult Annual Run 4-6,Jack frac of hatchery spawners,Adult Natural Harvest Rates,Natural Origin Brood Stk,Adult Brood Rtrns,Sar Adj Adult Brood Rtrns,Ln/ R/s,Adjusted Ln/Rs,Age 1 Harvest,Age 2 Harvest,Age 3 Harvest,Age 4 Harvest,Age 5 Harvest,Age 6 Harvest,Age 7 Harvest
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1957,2004,1,3151,,,0.04,0.37,0.6,0,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1958,1270,1,3672,,,0.04,0.37,0.6,0,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1959,1588,1,3407,,,0.04,0.37,0.6,0,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1960,1385,1,3156,-99,-99,0.07,0.67,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1961,2376,1,3100,-99,-99,0.05,0.42,0.53,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1962,1721,1,3798,-99,-99,0.03,0.47,0.51,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1963,2106,1,4984,-99,-99,0.03,0.29,0.67,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1964,1893,1,2956,-99,-99,0.04,0.43,0.53,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1965,953,1,1573,-99,-99,0.08,0.41,0.51,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1966,2002,1,1862,-99,-99,0.03,0.41,0.56,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1967,1636,1,2122,-99,-99,0.08,0.22,0.71,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1968,1999,1,1829,-99,-99,0.05,0.49,0.46,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1969,1334,1,1125,-99,-99,0.04,0.49,0.47,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1970,1203,1,1147,-99,-99,0.02,0.3,0.68,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1971,531,1,314,-99,-99,0.06,0.42,0.53,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1972,819,1,986,-99,-99,0.01,0.48,0.52,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1973,1440,1,2222,-99,-99,0.01,0.1,0.9,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1974,450,1,307,-99,-99,0.01,0.4,0.59,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1975,726,1,1,-99,-99,0,0.17,0.83,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1976,259,1,1,-99,-99,0.04,0.37,0.59,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1977,407,1,224,-99,-99,0,0.71,0.28,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1978,741,1,168,-99,-99,0,0.09,0.91,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1979,223,1,9,-99,-99,0.03,0.15,0.83,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1980,43,1,1,-99,-99,0.04,0.37,0.59,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1981,157,1,11,-99,-99,0,0.63,0.38,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1982,91,1,8,-99,-99,0.04,0.37,0.59,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1983,178,1,17,-99,-99,0.04,0.37,0.59,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1984,155,1,16,-99,-99,0.04,0.37,0.59,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1985,306,1,22,-99,-99,0,0.42,0.58,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1986,244,1,20,-99,-99,0.04,0.39,0.57,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1987,474,1,41,-99,-99,0,0.39,0.61,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1988,1159,1,180,-99,-99,0,0.16,0.84,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1989,95,1,10,-99,-99,0,0.35,0.65,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1990,197,1,26,-99,-99,0.01,0.47,0.53,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1991,191,1,21,-99,-99,0.02,0.25,0.73,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1992,185,1,15,-99,-99,0.01,0.45,0.55,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1993,737,1,56,-99,-99,0,0.14,0.86,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1994,34,1,3,-99,-99,0.04,0.37,0.59,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1995,17,1,0,-99,-99,0.04,0.37,0.59,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1996,61,1,3,-99,-99,0.04,0.69,0.27,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1997,235,1,17,-99,-99,0,0.51,0.45,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1998,422,1,23,-99,-99,0.07,0.11,0.82,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,1999,78,1,3,-99,-99,0,0.59,0.34,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2000,325,1,19,-99,-99,0,0.96,0.04,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2001,739,1,124,-99,-99,0,0.87,0.12,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2002,1176,1,166,-99,-99,0.01,0.41,0.58,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2003,1314,1,132,-99,-99,0,0.04,0.94,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2004,342,1,38,-99,-99,0.06,0.84,0.1,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2005,306,1,24,-99,-99,0.07,0.66,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2006,158,1,13,-99,-99,0.04,0.79,0.17,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2007,311,1,26,-99,-99,0.08,0.35,0.54,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2008,437,1,65,-99,-99,0.16,0.71,0.13,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2009,502,1,38,-99,-99,0.24,0.6,0.18,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2010,792,1,132,-99,-99,0.05,0.9,0.05,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2011,757,1,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Bear Valley Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Bear Valley Creek,1960,2004,2012,941,1,-34542,,,-99,-99,-99,-99,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1957,1109,1,1761,-99,-99,0.04,0.36,0.6,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1958,636,1,1790,-99,-99,0.04,0.36,0.6,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1959,434,1,927,-99,-99,0.04,0.36,0.6,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1960,764,1,1773,-99,-99,0.06,0.58,0.37,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1961,1858,1,2402,-99,-99,0.06,0.42,0.52,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1962,1099,1,2251,-99,-99,0.1,0.48,0.43,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1963,730,1,1638,-99,-99,0.08,0.4,0.52,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1964,251,1,360,-99,-99,0.12,0.4,0.48,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1965,360,1,617,-99,-99,0.05,0.41,0.54,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1966,606,1,565,-99,-99,0.03,0.41,0.56,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1967,330,1,413,-99,-99,0.11,0.36,0.53,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1968,444,1,345,-99,-99,0.19,0.47,0.34,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1969,320,1,266,-99,-99,0.05,0.38,0.57,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1970,335,1,314,-99,-99,0.04,0.23,0.74,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1971,158,1,92,-99,-99,0.07,0.39,0.55,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1972,296,1,356,-99,-99,0.01,0.44,0.55,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Big Creek,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Interior Columbia,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,Big Creek,1957,1977,1973,473,1,730,-99,-99,0.01,0.12,0.88,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
